symbolOfGene,geneNcbiID,geneNcbiType,diseaseUMLSCUI,diseaseName,diseaseType,disease_inheritance,disease_prevalence_class,disease_prevalence_geo_area,disease_prevalence_type,assocID,score,normalized_score,ei,el,numPMIDs,yearInitial,yearFinal,source
ADGRE1,2015,protein-coding,C0021655,Insulin Resistance,[phenotype],,,,,NxlXep4BZ4eu0iZei5Sz,0.35,0.2258064516129032,1.0,,2,2014,2017,DisGeNET
ADGRE1,2015,protein-coding,C5848476,Malignant neoplasm of cecum and/or colon and/or rectum (disorder),[disease],,,,,HFmWdp4BHkeZZb25ICxp,0.25,0.16129032258064516,1.0,,2,2022,2024,DisGeNET
ADGRE1,2015,protein-coding,C0007102,Malignant tumor of colon,[disease],,,,,ayPGfJ4BZ4eu0iZez3N4,0.2,0.12903225806451613,1.0,,3,2021,2024,DisGeNET
ADGRE1,2015,protein-coding,C0028754,Obesity,[disease],,,,,ZcEHeZ4Bu8jCkiVmPY_f,0.25,0.16129032258064516,0.0,,1,2007,2007,DisGeNET
ADGRE2,30817,protein-coding,C0023467,"Leukemia, Myelocytic, Acute",[disease],,"1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-5 / 10 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000","Worldwide,Europe,Europe,Europe,France,Denmark,United States","Annual incidence,Point prevalence,Annual incidence,Lifetime Prevalence,Annual incidence,Annual incidence,Annual incidence",kG61eZ4BHkeZZb25_qRp,0.25,0.16129032258064516,1.0,,2,2023,2024,DisGeNET
ADGRE2,30817,protein-coding,C0157743,Vibratory Urticaria,[disease],Autosomal dominant,<1 / 1 000 000,Worldwide,Point prevalence,u2RDeJ4BHkeZZb25v7nI,0.8,0.5161290322580645,1.0,,3,1981,2020,DisGeNET
ADGRE2,30817,protein-coding,C0473546,Vibratory angioedema,[disease],,,,,Q196d54BHkeZZb25rpYG,0.45,0.2903225806451613,1.0,Supportive,5,2016,2021,DisGeNET
ADGRG4,139378,protein-coding,C1510586,Autism Spectrum Disorders,[disease],,,,,DVTPdZ4BHkeZZb25Zxw5,0.4,0.25806451612903225,,Limited,0,,,DisGeNET
BRCA1,672,protein-coding,C0005695,Bladder Neoplasm,[disease],,,,,8hzLep4BZ4eu0iZeV3hW,0.75,0.48387096774193544,1.0,,9,2007,2022,DisGeNET
BRCA1,672,protein-coding,C0346153,"Breast Cancer, Familial",[disease],"Autosomal dominant,Multigenic/multifactorial",,,,mws_eJ4BZ4eu0iZecwbU,1.0,0.6451612903225806,0.944206008583691,,699,1989,2026,DisGeNET
BRCA1,672,protein-coding,C0678222,Breast Carcinoma,[disease],,,,,pm2TeZ4BHkeZZb257q7T,0.9,0.5806451612903226,0.885672082717873,,3385,1993,2026,DisGeNET
BRCA1,672,protein-coding,C0007097,Carcinoma,[disease],,,,,tCOofJ4BZ4eu0iZev1zV,0.75,0.48387096774193544,0.8870967741935484,,62,1996,2026,DisGeNET
BRCA1,672,protein-coding,C4721610,"Carcinoma, Ovarian Epithelial",[disease],,,,,QFdKdp4BHkeZZb253F33,1.1,0.7096774193548387,0.8961038961038961,,231,1994,2026,DisGeNET
BRCA1,672,protein-coding,C0699790,Colon Carcinoma,[disease],,,,,P3hhe54BHkeZZb25mNPO,0.7,0.4516129032258064,0.9615384615384616,,26,1997,2022,DisGeNET
BRCA1,672,protein-coding,C0476089,Endometrial Carcinoma,[disease],,,,,v6ikd54Bu8jCkiVmCIlb,0.7,0.4516129032258064,0.8604651162790697,,43,1997,2026,DisGeNET
BRCA1,672,protein-coding,C4554406,"FANCONI ANEMIA, COMPLEMENTATION GROUP S",[disease],,,,,X1X0dZ4BHkeZZb25XQjD,0.8,0.5161290322580645,1.0,Definitive,238,1989,2022,DisGeNET
BRCA1,672,protein-coding,C1333600,Familial Malignant Neoplasm,[disease],,,,,GwLedp4BZ4eu0iZeXQfF,0.7,0.4516129032258064,0.9318181818181818,,44,1997,2026,DisGeNET
BRCA1,672,protein-coding,C0015625,Fanconi Anemia,[disease],"Autosomal recessive,X-linked recessive","1-9 / 100 000,1-9 / 1 000 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000","Specific population,Europe,Europe,Israel,Specific population,Specific population,China","Point prevalence,Point prevalence,Prevalence at birth,Prevalence at birth,Point prevalence,Point prevalence,Point prevalence",Nd-tep4Bu8jCkiVmG-bw,0.9,0.5806451612903226,0.9464285714285714,Supportive,112,2001,2025,DisGeNET
BRCA1,672,protein-coding,C3469521,"Fanconi Anemia, Complementation Group A",[disease],,,,,y5BOdp4Bu8jCkiVmx2MM,0.75,0.48387096774193544,0.9387755102040817,,98,2001,2025,DisGeNET
BRCA1,672,protein-coding,C0677776,Hereditary Breast and Ovarian Cancer Syndrome,[disease],Autosomal dominant,,,,OKmsd54Bu8jCkiVmqh3c,1.25,0.8064516129032258,0.9930693069306931,Supportive,2020,1975,2026,DisGeNET
BRCA1,672,protein-coding,C0006142,Malignant neoplasm of breast,[disease],,,,,fiIqfJ4BZ4eu0iZeTTWY,1.0,0.6451612903225806,0.8906164757228587,,3666,1993,2026,DisGeNET
BRCA1,672,protein-coding,C0242379,Malignant neoplasm of lung,[disease],,,,,IWkHeZ4BHkeZZb25L8iX,0.7,0.4516129032258064,0.92,,25,2004,2023,DisGeNET
BRCA1,672,protein-coding,C1140680,Malignant neoplasm of ovary,[disease],,,,,hlrVdp4BHkeZZb25V-P3,1.05,0.6774193548387097,0.9110105580693816,,1326,1993,2026,DisGeNET
BRCA1,672,protein-coding,C0346647,Malignant neoplasm of pancreas,[disease],,,,,0mZzeJ4BHkeZZb25IgPh,0.9,0.5806451612903226,0.8962962962962963,,135,1997,2026,DisGeNET
BRCA1,672,protein-coding,C0376358,Malignant neoplasm of prostate,[disease],,,,,iwjod54BZ4eu0iZes9pl,1.1,0.7096774193548387,0.8914027149321267,,221,1995,2026,DisGeNET
BRCA1,672,protein-coding,C0024623,Malignant neoplasm of stomach,[disease],,,,,VxbreZ4BZ4eu0iZeW0wH,0.85,0.5483870967741935,0.9375,,48,1998,2026,DisGeNET
BRCA1,672,protein-coding,C0007102,Malignant tumor of colon,[disease],,,,,TP_FfJ4Bu8jCkiVmEYzA,0.8,0.5161290322580645,0.9375,,16,1994,2022,DisGeNET
BRCA1,672,protein-coding,C1458155,Mammary Neoplasms,[disease],,,,,KIbCdZ4Bu8jCkiVmVgtd,1.0,0.6451612903225806,0.8937728937728938,,273,1980,2024,DisGeNET
BRCA1,672,protein-coding,C0027672,"Neoplastic Syndromes, Hereditary",[disease],,,,,bhcFep4BZ4eu0iZeaDCh,0.85,0.5483870967741935,0.998840579710145,,1725,1962,2025,DisGeNET
BRCA1,672,protein-coding,C0007131,Non-Small Cell Lung Carcinoma,[disease],,,,,Yng8e54BHkeZZb25Hkg8,0.8,0.5161290322580645,0.9322033898305084,,59,2004,2026,DisGeNET
BRCA1,672,protein-coding,C0030297,Pancreatic Neoplasm,[disease],,,,,S9QUep4Bu8jCkiVmFd9i,0.8,0.5161290322580645,1.0,,3,2015,2020,DisGeNET
BRCA1,672,protein-coding,C0235974,Pancreatic carcinoma,[disease],,,,,n2VWeJ4BHkeZZb25MxTb,0.85,0.5483870967741935,0.8931297709923665,,131,1997,2026,DisGeNET
BRCA1,672,protein-coding,C2931038,"Pancreatic carcinoma, familial",[disease],"Autosomal dominant,Multigenic/multifactorial",,,,_VdWdp4BHkeZZb251MjL,0.85,0.5483870967741935,0.9545454545454546,,22,2007,2026,DisGeNET
BRCA1,672,protein-coding,C2931456,"Prostate cancer, familial",[disease],Not applicable,1-9 / 100 000,United States,Annual incidence,dP-Gdp4BZ4eu0iZeV43v,0.75,0.48387096774193544,0.6666666666666666,,12,1999,2022,DisGeNET
BRCA1,672,protein-coding,C0033578,Prostatic Neoplasms,[disease],,,,,gsdeeZ4Bu8jCkiVm18A8,0.8,0.5161290322580645,1.0,,8,2001,2025,DisGeNET
BRCA1,672,protein-coding,C0279626,Squamous cell carcinoma of esophagus,[disease],"Multigenic/multifactorial,Not applicable","1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 1 000 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000,1-9 / 100 000","Europe,Europe,Europe,Worldwide,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Estonia,Finland,France,Germany,Iceland,Ireland,Italy,Latvia,Lithuania,Malta,Norway,Poland,Portugal,Slovakia,Slovenia,Spain,Switzerland,Netherlands,United Kingdom","Annual incidence,Point prevalence,Lifetime Prevalence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence,Annual incidence",onEYep4BHkeZZb25GUiq,0.8,0.5161290322580645,1.0,,13,1994,2024,DisGeNET
BRCA1,672,protein-coding,C3539878,Triple Negative Breast Neoplasms,[disease],,,,,agCudp4BZ4eu0iZeZLr4,0.95,0.6129032258064515,0.9318681318681319,,455,2008,2026,DisGeNET
BRCA1,672,protein-coding,C0919267,ovarian neoplasm,[disease],,,,,lQaMd54BZ4eu0iZe4n6t,1.05,0.6774193548387097,0.84375,,64,1994,2023,DisGeNET
